1.00000e-02	1.01005e+00
2.00000e-02	1.02020e+00
3.00000e-02	1.03045e+00
4.00000e-02	1.04080e+00
5.00000e-02	1.05125e+00
6.00000e-02	1.06180e+00
7.00000e-02	1.07245e+00
8.00000e-02	1.08320e+00
9.00000e-02	1.09405e+00
1.00000e-01	1.10500e+00
1.10000e-01	1.11605e+00
1.20000e-01	1.12720e+00
1.30000e-01	1.13845e+00
1.40000e-01	1.14980e+00
1.50000e-01	1.16125e+00
1.60000e-01	1.17280e+00
1.70000e-01	1.18445e+00
1.80000e-01	1.19620e+00
1.90000e-01	1.20805e+00
2.00000e-01	1.22000e+00
2.10000e-01	1.23205e+00
2.20000e-01	1.24420e+00
2.30000e-01	1.25645e+00
2.40000e-01	1.26880e+00
2.50000e-01	1.28125e+00
2.60000e-01	1.29380e+00
2.70000e-01	1.30645e+00
2.80000e-01	1.31920e+00
2.90000e-01	1.33205e+00
3.00000e-01	1.34500e+00
3.10000e-01	1.35805e+00
3.20000e-01	1.37120e+00
3.30000e-01	1.38445e+00
3.40000e-01	1.39780e+00
3.50000e-01	1.41125e+00
3.60000e-01	1.42480e+00
3.70000e-01	1.43845e+00
3.80000e-01	1.45220e+00
3.90000e-01	1.46605e+00
4.00000e-01	1.48000e+00
4.10000e-01	1.49405e+00
4.20000e-01	1.50820e+00
4.30000e-01	1.52245e+00
4.40000e-01	1.53680e+00
4.50000e-01	1.55125e+00
4.60000e-01	1.56580e+00
4.70000e-01	1.58045e+00
4.80000e-01	1.59520e+00
4.90000e-01	1.61005e+00
5.00000e-01	1.62500e+00
5.10000e-01	1.64005e+00
5.20000e-01	1.65520e+00
5.30000e-01	1.67045e+00
5.40000e-01	1.68580e+00
5.50000e-01	1.70125e+00
5.60000e-01	1.71680e+00
5.70000e-01	1.73245e+00
5.80000e-01	1.74820e+00
5.90000e-01	1.76405e+00
6.00000e-01	1.78000e+00
6.10000e-01	1.79605e+00
6.20000e-01	1.81220e+00
6.30000e-01	1.82845e+00
6.40000e-01	1.84480e+00
6.50000e-01	1.86125e+00
6.60000e-01	1.87780e+00
6.70000e-01	1.89445e+00
6.80000e-01	1.91120e+00
6.90000e-01	1.92805e+00
7.00000e-01	1.94500e+00
7.10000e-01	1.96205e+00
7.20000e-01	1.97920e+00
7.30000e-01	1.99645e+00
7.40000e-01	2.01380e+00
7.50000e-01	2.03125e+00
7.60000e-01	2.04880e+00
7.70000e-01	2.06645e+00
7.80000e-01	2.08420e+00
7.90000e-01	2.10205e+00
8.00000e-01	2.12000e+00
8.10000e-01	2.13805e+00
8.20000e-01	2.15620e+00
8.30000e-01	2.17445e+00
8.40000e-01	2.19280e+00
8.50000e-01	2.21125e+00
8.60000e-01	2.22980e+00
8.70000e-01	2.24845e+00
8.80000e-01	2.26720e+00
8.90000e-01	2.28605e+00
9.00000e-01	2.30500e+00
9.10000e-01	2.32405e+00
9.20000e-01	2.34320e+00
9.30000e-01	2.36245e+00
9.40000e-01	2.38180e+00
9.50000e-01	2.40125e+00
9.60000e-01	2.42080e+00
9.70000e-01	2.44045e+00
9.80000e-01	2.46020e+00
9.90000e-01	2.48005e+00
1.00000e+00	2.50000e+00
