1.00000e-02	1.01000e+00
2.00000e-02	1.02010e+00
3.00000e-02	1.03030e+00
4.00000e-02	1.04060e+00
5.00000e-02	1.05100e+00
6.00000e-02	1.06150e+00
7.00000e-02	1.07210e+00
8.00000e-02	1.08280e+00
9.00000e-02	1.09360e+00
1.00000e-01	1.10450e+00
1.10000e-01	1.11550e+00
1.20000e-01	1.12660e+00
1.30000e-01	1.13780e+00
1.40000e-01	1.14910e+00
1.50000e-01	1.16050e+00
1.60000e-01	1.17200e+00
1.70000e-01	1.18360e+00
1.80000e-01	1.19530e+00
1.90000e-01	1.20710e+00
2.00000e-01	1.21900e+00
2.10000e-01	1.23100e+00
2.20000e-01	1.24310e+00
2.30000e-01	1.25530e+00
2.40000e-01	1.26760e+00
2.50000e-01	1.28000e+00
2.60000e-01	1.29250e+00
2.70000e-01	1.30510e+00
2.80000e-01	1.31780e+00
2.90000e-01	1.33060e+00
3.00000e-01	1.34350e+00
3.10000e-01	1.35650e+00
3.20000e-01	1.36960e+00
3.30000e-01	1.38280e+00
3.40000e-01	1.39610e+00
3.50000e-01	1.40950e+00
3.60000e-01	1.42300e+00
3.70000e-01	1.43660e+00
3.80000e-01	1.45030e+00
3.90000e-01	1.46410e+00
4.00000e-01	1.47800e+00
4.10000e-01	1.49200e+00
4.20000e-01	1.50610e+00
4.30000e-01	1.52030e+00
4.40000e-01	1.53460e+00
4.50000e-01	1.54900e+00
4.60000e-01	1.56350e+00
4.70000e-01	1.57810e+00
4.80000e-01	1.59280e+00
4.90000e-01	1.60760e+00
5.00000e-01	1.62250e+00
5.10000e-01	1.63750e+00
5.20000e-01	1.65260e+00
5.30000e-01	1.66780e+00
5.40000e-01	1.68310e+00
5.50000e-01	1.69850e+00
5.60000e-01	1.71400e+00
5.70000e-01	1.72960e+00
5.80000e-01	1.74530e+00
5.90000e-01	1.76110e+00
6.00000e-01	1.77700e+00
6.10000e-01	1.79300e+00
6.20000e-01	1.80910e+00
6.30000e-01	1.82530e+00
6.40000e-01	1.84160e+00
6.50000e-01	1.85800e+00
6.60000e-01	1.87450e+00
6.70000e-01	1.89110e+00
6.80000e-01	1.90780e+00
6.90000e-01	1.92460e+00
7.00000e-01	1.94150e+00
7.10000e-01	1.95850e+00
7.20000e-01	1.97560e+00
7.30000e-01	1.99280e+00
7.40000e-01	2.01010e+00
7.50000e-01	2.02750e+00
7.60000e-01	2.04500e+00
7.70000e-01	2.06260e+00
7.80000e-01	2.08030e+00
7.90000e-01	2.09810e+00
8.00000e-01	2.11600e+00
8.10000e-01	2.13400e+00
8.20000e-01	2.15210e+00
8.30000e-01	2.17030e+00
8.40000e-01	2.18860e+00
8.50000e-01	2.20700e+00
8.60000e-01	2.22550e+00
8.70000e-01	2.24410e+00
8.80000e-01	2.26280e+00
8.90000e-01	2.28160e+00
9.00000e-01	2.30050e+00
9.10000e-01	2.31950e+00
9.20000e-01	2.33860e+00
9.30000e-01	2.35780e+00
9.40000e-01	2.37710e+00
9.50000e-01	2.39650e+00
9.60000e-01	2.41600e+00
9.70000e-01	2.43560e+00
9.80000e-01	2.45530e+00
9.90000e-01	2.47510e+00
1.00000e+00	2.49500e+00
